1,-1,568.50048,328.5,30.999935999999998,21.000024,0.274691,-1,-1,-1
1,-1,795.0003200000001,438.50016,64.0,50.999976000000004,0.687115,-1,-1,-1
1,-1,1027.4995199999998,386.50032,243.00032000000002,140.99976,0.717538,-1,-1,-1
2,-1,533.5001599999999,319.00032,29.000064000000002,20.000016,0.261552,-1,-1,-1
2,-1,449.99935999999997,337.99967999999996,44.0,48.000023999999996,0.282248,-1,-1,-1
2,-1,563.00032,337.99967999999996,30.0,23.999976000000004,0.370515,-1,-1,-1
2,-1,980.0,372.49992,204.0,119.00016000000001,0.641792,-1,-1,-1
2,-1,767.0003199999999,409.99967999999996,56.0,38.000016,0.684788,-1,-1,-1
3,-1,526.4998400000001,324.0,32.999936,25.999992,0.262494,-1,-1,-1
3,-1,555.49952,348.50016,35.000064,29.000016000000002,0.443238,-1,-1,-1
3,-1,430.00064000000003,355.00032,46.0,36.0,0.445708,-1,-1,-1
3,-1,748.0,389.49984,52.0,37.000008,0.711334,-1,-1,-1
3,-1,946.4998400000001,364.5,164.99967999999998,106.99991999999999,0.738814,-1,-1,-1
4,-1,519.00032,332.50032,32.0,22.999968,0.344887,-1,-1,-1
4,-1,547.00032,358.99992000000003,34.0,31.999968000000003,0.594811,-1,-1,-1
4,-1,405.50016,371.49984,44.999936,37.000008,0.612128,-1,-1,-1
4,-1,735.4995200000001,375.99983999999995,40.999936000000005,28.000007999999998,0.663256,-1,-1,-1
4,-1,915.0003200000001,354.00024,144.0,90.0,0.693872,-1,-1,-1
5,-1,470.00064000000003,326.00016,28.0,13.999968,0.29802,-1,-1,-1
5,-1,514.00064,339.50016,32.0,27.0,0.328319,-1,-1,-1
5,-1,723.4995200000001,362.49984,37.000064,27.0,0.426229,-1,-1,-1
5,-1,415.00032,339.99984,38.0,25.999992,0.559311,-1,-1,-1
5,-1,537.50016,373.00032,40.999936000000005,36.0,0.641564,-1,-1,-1
5,-1,892.0,348.99984,122.0,82.00008,0.642008,-1,-1,-1
5,-1,378.49984,385.50024,56.999936,42.999984000000005,0.708842,-1,-1,-1
6,-1,458.49984,330.99984,24.999935999999998,18.0,0.352583,-1,-1,-1
6,-1,520.99968,358.99992000000003,46.0,41.999976,0.363607,-1,-1,-1
6,-1,714.49984,352.49976,32.999936,22.999968,0.443026,-1,-1,-1
6,-1,500.50048,348.99984,35.000064,28.000007999999998,0.490921,-1,-1,-1
6,-1,397.50016000000005,348.99984,39.000064,30.000024,0.54081,-1,-1,-1
6,-1,872.0,340.99992,112.0,72.0,0.591417,-1,-1,-1
6,-1,525.50016,390.00024,44.999936,43.999992,0.743077,-1,-1,-1
6,-1,343.00032,402.50016,68.0,49.000032,0.783407,-1,-1,-1
7,-1,447.49952,333.0,27.000064,22.000031999999997,0.269666,-1,-1,-1
7,-1,852.50048,333.0,101.000064,66.000024,0.555538,-1,-1,-1
7,-1,375.00032,357.50016,40.0,31.000032,0.564538,-1,-1,-1
7,-1,488.0,356.50008,42.0,37.000008,0.587876,-1,-1,-1
7,-1,507.00032,410.50007999999997,52.0,50.999976000000004,0.763809,-1,-1,-1
7,-1,297.50016,425.00016,86.999936,61.999992,0.803939,-1,-1,-1
8,-1,484.0,311.50008,24.0,14.999976,0.253265,-1,-1,-1
8,-1,434.49984,334.49976000000004,30.999935999999998,22.999968,0.345639,-1,-1,-1
8,-1,838.0006400000001,317.49984,88.0,76.99968,0.513023,-1,-1,-1
8,-1,472.99968,363.00024,42.0,36.0,0.587891,-1,-1,-1
8,-1,349.50016,361.49976,44.999936,34.999992,0.589125,-1,-1,-1
8,-1,481.50016,434.00016000000005,60.999936000000005,64.00000800000001,0.814633,-1,-1,-1
8,-1,232.0,452.49984,112.0,81.0,0.832248,-1,-1,-1
9,-1,419.49952,328.5,30.999935999999998,24.999984,0.348552,-1,-1,-1
9,-1,826.4998400000001,301.99968,76.999936,76.00032,0.483196,-1,-1,-1
9,-1,454.00064,363.49992,48.0,47.000015999999995,0.632526,-1,-1,-1
9,-1,317.99935999999997,362.00015999999994,52.0,40.000032,0.684022,-1,-1,-1
9,-1,447.49952,464.50008,83.000064,83.00016000000001,0.793925,-1,-1,-1
9,-1,133.50016,490.00032000000004,140.99968,100.00008000000001,0.833587,-1,-1,-1
10,-1,420.50048,323.50032,60.999936000000005,42.999984000000005,0.250548,-1,-1,-1
10,-1,399.00032000000004,315.49967999999996,40.0,29.000016000000002,0.531582,-1,-1,-1
10,-1,431.00032,358.99992000000003,54.0,48.000023999999996,0.749861,-1,-1,-1
10,-1,279.49952,355.99968,64.99993599999999,51.999984,0.759029,-1,-1,-1
