1,-1,0.236719,0.25142,0.0359375,0.0653409,0.438579,-1,-1,-1
1,-1,0.290625,0.284091,0.040625,0.0625,0.65766,-1,-1,-1
2,-1,0.233594,0.268466,0.0359375,0.0710227,0.590632,-1,-1,-1
2,-1,0.290625,0.308239,0.040625,0.0767045,0.693292,-1,-1,-1
3,-1,0.232031,0.278409,0.0421875,0.0795455,0.785561,-1,-1,-1
3,-1,0.290625,0.325284,0.04375,0.0823864,0.789767,-1,-1,-1
4,-1,0.289062,0.349432,0.046875,0.0852273,0.683178,-1,-1,-1
4,-1,0.226562,0.298295,0.046875,0.0795455,0.763275,-1,-1,-1
5,-1,0.2875,0.387784,0.05625,0.0994318,0.669047,-1,-1,-1
5,-1,0.222656,0.319602,0.0515625,0.0880682,0.70622,-1,-1,-1
6,-1,0.283594,0.416193,0.0671875,0.116477,0.789757,-1,-1,-1
6,-1,0.217187,0.336648,0.059375,0.0994318,0.801715,-1,-1,-1
7,-1,0.207813,0.362216,0.065625,0.110795,0.736701,-1,-1,-1
7,-1,0.283594,0.458807,0.0671875,0.139205,0.821597,-1,-1,-1
8,-1,0.196094,0.396307,0.0671875,0.127841,0.561014,-1,-1,-1
8,-1,0.280469,0.509943,0.0703125,0.15625,0.783045,-1,-1,-1
9,-1,0.188281,0.428977,0.0734375,0.125,0.683374,-1,-1,-1
9,-1,0.279687,0.576705,0.084375,0.181818,0.775528,-1,-1,-1
10,-1,0.176563,0.47017,0.090625,0.161932,0.689634,-1,-1,-1
10,-1,0.275,0.669034,0.096875,0.224432,0.777758,-1,-1,-1
11,-1,0.266406,0.789773,0.107813,0.284091,0.601239,-1,-1,-1
11,-1,0.1625,0.514205,0.1,0.1875,0.691161,-1,-1,-1

